"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-01-28,"BC","Interior","East Kootenay",3,9
2021-01-28,"BC","Interior","Kootenay Boundary",0,0.57
2021-01-28,"BC","Interior","Okanagan",22,21.43
2021-01-28,"BC","Interior","Thompson Cariboo Shuswap",37,43.29
2021-01-28,"BC","Northern","All",53,38.86
2021-01-28,"BC","Northern","Northeast",13,9.71
2021-01-28,"BC","Northern","Northern Interior",14,10.14
2021-01-28,"BC","Northern","Northwest",26,19
2021-01-28,"BC","Northern","Unknown",0,0
2021-01-28,"BC","Vancouver Coastal","All",157,125
2021-01-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",73,56.14
2021-01-28,"BC","Vancouver Coastal","Richmond",8,8.29
2021-01-28,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-28,"BC","Vancouver Coastal","Vancouver",76,60.43
2021-01-28,"BC","Vancouver Island","All",30,27.57
2021-01-28,"BC","Vancouver Island","Central Vancouver Island",20,19.71
2021-01-28,"BC","Vancouver Island","North Vancouver Island",0,1.14
2021-01-28,"BC","Vancouver Island","South Vancouver Island",10,6.71
2021-01-28,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-01-29,"BC","All","All",419,451.43
2021-01-29,"BC","Fraser","All",191,195
2021-01-29,"BC","Fraser","Fraser East",32,40.14
2021-01-29,"BC","Fraser","Fraser North",50,49.71
2021-01-29,"BC","Fraser","Fraser South",109,104.71
2021-01-29,"BC","Fraser","Unknown",0,0.43
2021-01-29,"BC","Interior","All",58,66.86
2021-01-29,"BC","Interior","East Kootenay",5,8
2021-01-29,"BC","Interior","Kootenay Boundary",0,0.43
2021-01-29,"BC","Interior","Okanagan",22,20.29
2021-01-29,"BC","Interior","Thompson Cariboo Shuswap",31,38.14
2021-01-29,"BC","Northern","All",36,38.43
2021-01-29,"BC","Northern","Northeast",10,9.29
2021-01-29,"BC","Northern","Northern Interior",16,11.86
2021-01-29,"BC","Northern","Northwest",10,17.29
2021-01-29,"BC","Northern","Unknown",0,0
2021-01-29,"BC","Vancouver Coastal","All",114,124.71
2021-01-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",46,57.71
2021-01-29,"BC","Vancouver Coastal","Richmond",6,6.29
2021-01-29,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-29,"BC","Vancouver Coastal","Vancouver",62,60.57
2021-01-29,"BC","Vancouver Island","All",20,26.43
2021-01-29,"BC","Vancouver Island","Central Vancouver Island",13,18.43
2021-01-29,"BC","Vancouver Island","North Vancouver Island",2,0.86
2021-01-29,"BC","Vancouver Island","South Vancouver Island",5,7.14
2021-01-29,"Out of Canada","Out of Canada","Out of Canada",2,0.43
2021-01-30,"BC","All","All",480,449.86
2021-01-30,"BC","Fraser","All",194,193.57
2021-01-30,"BC","Fraser","Fraser East",30,40.71
2021-01-30,"BC","Fraser","Fraser North",50,51.29
2021-01-30,"BC","Fraser","Fraser South",114,101.14
2021-01-30,"BC","Fraser","Unknown",0,0.43
2021-01-30,"BC","Interior","All",95,68.43
2021-01-30,"BC","Interior","East Kootenay",3,6.57
2021-01-30,"BC","Interior","Kootenay Boundary",1,0.57
2021-01-30,"BC","Interior","Okanagan",40,23
2021-01-30,"BC","Interior","Thompson Cariboo Shuswap",51,38.29
2021-01-30,"BC","Northern","All",36,37.57
2021-01-30,"BC","Northern","Northeast",7,8.71
2021-01-30,"BC","Northern","Northern Interior",18,13
2021-01-30,"BC","Northern","Northwest",11,15.86
2021-01-30,"BC","Northern","Unknown",0,0
2021-01-30,"BC","Vancouver Coastal","All",124,122.71
2021-01-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",68,56.71
2021-01-30,"BC","Vancouver Coastal","Richmond",7,6.29
2021-01-30,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-30,"BC","Vancouver Coastal","Vancouver",49,59.57
2021-01-30,"BC","Vancouver Island","All",31,27.57
2021-01-30,"BC","Vancouver Island","Central Vancouver Island",26,19.29
2021-01-30,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-01-30,"BC","Vancouver Island","South Vancouver Island",5,7.43
2021-01-30,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-01-31,"BC","All","All",294,440.57
2021-01-31,"BC","Fraser","All",132,185.57
2021-01-31,"BC","Fraser","Fraser East",34,40.71
2021-01-31,"BC","Fraser","Fraser North",26,48
2021-01-31,"BC","Fraser","Fraser South",72,96.43
2021-01-31,"BC","Fraser","Unknown",0,0.43
2021-01-31,"BC","Interior","All",43,67.14
2021-01-31,"BC","Interior","East Kootenay",0,5
2021-01-31,"BC","Interior","Kootenay Boundary",0,0.57
2021-01-31,"BC","Interior","Okanagan",16,22.57
2021-01-31,"BC","Interior","Thompson Cariboo Shuswap",27,39
2021-01-31,"BC","Northern","All",32,37.57
2021-01-31,"BC","Northern","Northeast",8,8.29
2021-01-31,"BC","Northern","Northern Interior",10,13
2021-01-31,"BC","Northern","Northwest",14,16.29
2021-01-31,"BC","Northern","Unknown",0,0
2021-01-31,"BC","Vancouver Coastal","All",58,121.29
2021-01-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",16,56.86
2021-01-31,"BC","Vancouver Coastal","Richmond",6,6.43
2021-01-31,"BC","Vancouver Coastal","Unknown",0,0.14
2021-01-31,"BC","Vancouver Coastal","Vancouver",36,57.86
2021-01-31,"BC","Vancouver Island","All",29,29
2021-01-31,"BC","Vancouver Island","Central Vancouver Island",25,20.57
2021-01-31,"BC","Vancouver Island","North Vancouver Island",1,1
2021-01-31,"BC","Vancouver Island","South Vancouver Island",3,7.43
2021-01-31,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-02-01,"BC","All","All",400,450.57
2021-02-01,"BC","Fraser","All",186,192.29
2021-02-01,"BC","Fraser","Fraser East",37,40.71
2021-02-01,"BC","Fraser","Fraser North",49,49.86
2021-02-01,"BC","Fraser","Fraser South",99,101.14
2021-02-01,"BC","Fraser","Unknown",1,0.57
2021-02-01,"BC","Interior","All",51,67.57
2021-02-01,"BC","Interior","East Kootenay",1,4.14
2021-02-01,"BC","Interior","Kootenay Boundary",0,0.29
2021-02-01,"BC","Interior","Okanagan",13,21.86
2021-02-01,"BC","Interior","Thompson Cariboo Shuswap",37,41.29
2021-02-01,"BC","Northern","All",30,39.29
2021-02-01,"BC","Northern","Northeast",4,8.43
2021-02-01,"BC","Northern","Northern Interior",12,13.71
2021-02-01,"BC","Northern","Northwest",14,17.14
2021-02-01,"BC","Northern","Unknown",0,0
2021-02-01,"BC","Vancouver Coastal","All",104,120.86
2021-02-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",51,57.57
2021-02-01,"BC","Vancouver Coastal","Richmond",6,7
2021-02-01,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-01,"BC","Vancouver Coastal","Vancouver",47,56.14
2021-02-01,"BC","Vancouver Island","All",29,30.57
2021-02-01,"BC","Vancouver Island","Central Vancouver Island",23,21.86
2021-02-01,"BC","Vancouver Island","North Vancouver Island",1,1.14
2021-02-01,"BC","Vancouver Island","South Vancouver Island",5,7.57
2021-02-01,"Out of Canada","Out of Canada","Out of Canada",1,0.43
2021-02-02,"BC","All","All",400,430.71
2021-02-02,"BC","Fraser","All",183,190.14
2021-02-02,"BC","Fraser","Fraser East",42,39.43
2021-02-02,"BC","Fraser","Fraser North",33,46.43
2021-02-02,"BC","Fraser","Fraser South",107,103.57
2021-02-02,"BC","Fraser","Unknown",1,0.71
2021-02-02,"BC","Interior","All",59,61
2021-02-02,"BC","Interior","East Kootenay",0,2.43
2021-02-02,"BC","Interior","Kootenay Boundary",0,0.29
2021-02-02,"BC","Interior","Okanagan",16,20.71
2021-02-02,"BC","Interior","Thompson Cariboo Shuswap",43,37.57
2021-02-02,"BC","Northern","All",31,38.71
2021-02-02,"BC","Northern","Northeast",6,8.43
2021-02-02,"BC","Northern","Northern Interior",14,14.14
2021-02-02,"BC","Northern","Northwest",11,16.14
2021-02-02,"BC","Northern","Unknown",0,0
2021-02-02,"BC","Vancouver Coastal","All",105,113.57
2021-02-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",58,53.86
2021-02-02,"BC","Vancouver Coastal","Richmond",7,6.57
2021-02-02,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-02,"BC","Vancouver Coastal","Vancouver",40,53
2021-02-02,"BC","Vancouver Island","All",22,27.29
2021-02-02,"BC","Vancouver Island","Central Vancouver Island",15,20.57
2021-02-02,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-02,"BC","Vancouver Island","South Vancouver Island",7,5.86
2021-02-02,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-02-03,"BC","All","All",468,425.57
2021-02-03,"BC","Fraser","All",227,189.86
2021-02-03,"BC","Fraser","Fraser East",33,36.86
2021-02-03,"BC","Fraser","Fraser North",52,43.86
2021-02-03,"BC","Fraser","Fraser South",141,108.29
2021-02-03,"BC","Fraser","Unknown",1,0.86
2021-02-03,"BC","Interior","All",55,60.43
2021-02-03,"BC","Interior","East Kootenay",1,1.86
2021-02-03,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-03,"BC","Interior","Okanagan",20,21.29
2021-02-03,"BC","Interior","Thompson Cariboo Shuswap",34,37.14
2021-02-03,"BC","Northern","All",60,39.71
2021-02-03,"BC","Northern","Northeast",6,7.71
2021-02-03,"BC","Northern","Northern Interior",18,14.57
2021-02-03,"BC","Northern","Northwest",36,17.43
2021-02-03,"BC","Northern","Unknown",0,0
2021-02-03,"BC","Vancouver Coastal","All",97,108.43
2021-02-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",39,50.14
2021-02-03,"BC","Vancouver Coastal","Richmond",4,6.29
2021-02-03,"BC","Vancouver Coastal","Unknown",0,0
2021-02-03,"BC","Vancouver Coastal","Vancouver",54,52
2021-02-03,"BC","Vancouver Island","All",29,27.14
2021-02-03,"BC","Vancouver Island","Central Vancouver Island",19,20.14
2021-02-03,"BC","Vancouver Island","North Vancouver Island",3,1
2021-02-03,"BC","Vancouver Island","South Vancouver Island",7,6
2021-02-03,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-02-04,"BC","All","All",469,418.57
2021-02-04,"BC","Fraser","All",207,188.57
2021-02-04,"BC","Fraser","Fraser East",51,37
2021-02-04,"BC","Fraser","Fraser North",52,44.57
2021-02-04,"BC","Fraser","Fraser South",104,106.57
2021-02-04,"BC","Fraser","Unknown",0,0.43
2021-02-04,"BC","Interior","All",54,59.29
2021-02-04,"BC","Interior","East Kootenay",2,1.71
2021-02-04,"BC","Interior","Kootenay Boundary",1,0.29
2021-02-04,"BC","Interior","Okanagan",23,21.43
2021-02-04,"BC","Interior","Thompson Cariboo Shuswap",28,35.86
2021-02-04,"BC","Northern","All",69,42
2021-02-04,"BC","Northern","Northeast",14,7.86
2021-02-04,"BC","Northern","Northern Interior",24,16
2021-02-04,"BC","Northern","Northwest",31,18.14
2021-02-04,"BC","Northern","Unknown",0,0
2021-02-04,"BC","Vancouver Coastal","All",111,101.86
2021-02-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",33,44.43
2021-02-04,"BC","Vancouver Coastal","Richmond",9,6.43
2021-02-04,"BC","Vancouver Coastal","Unknown",1,0.14
2021-02-04,"BC","Vancouver Coastal","Vancouver",68,50.86
2021-02-04,"BC","Vancouver Island","All",28,26.86
2021-02-04,"BC","Vancouver Island","Central Vancouver Island",20,20.14
2021-02-04,"BC","Vancouver Island","North Vancouver Island",1,1.14
2021-02-04,"BC","Vancouver Island","South Vancouver Island",7,5.57
2021-02-04,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-02-05,"BC","All","All",451,423.14
2021-02-05,"BC","Fraser","All",198,189.57
2021-02-05,"BC","Fraser","Fraser East",46,39
2021-02-05,"BC","Fraser","Fraser North",55,45.29
2021-02-05,"BC","Fraser","Fraser South",97,104.86
2021-02-05,"BC","Fraser","Unknown",0,0.43
2021-02-05,"BC","Interior","All",90,63.86
2021-02-05,"BC","Interior","East Kootenay",0,1
2021-02-05,"BC","Interior","Kootenay Boundary",0,0.29
2021-02-05,"BC","Interior","Okanagan",12,20
2021-02-05,"BC","Interior","Thompson Cariboo Shuswap",78,42.57
2021-02-05,"BC","Northern","All",27,40.71
2021-02-05,"BC","Northern","Northeast",13,8.29
2021-02-05,"BC","Northern","Northern Interior",5,14.43
2021-02-05,"BC","Northern","Northwest",9,18
2021-02-05,"BC","Northern","Unknown",0,0
2021-02-05,"BC","Vancouver Coastal","All",98,99.57
2021-02-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",35,42.86
2021-02-05,"BC","Vancouver Coastal","Richmond",10,7
2021-02-05,"BC","Vancouver Coastal","Unknown",1,0.29
2021-02-05,"BC","Vancouver Coastal","Vancouver",52,49.43
2021-02-05,"BC","Vancouver Island","All",38,29.43
2021-02-05,"BC","Vancouver Island","Central Vancouver Island",29,22.43
2021-02-05,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-05,"BC","Vancouver Island","South Vancouver Island",9,6.14
2021-02-05,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-02-06,"BC","All","All",480,423.14
2021-02-06,"BC","Fraser","All",235,195.43
2021-02-06,"BC","Fraser","Fraser East",39,40.29
2021-02-06,"BC","Fraser","Fraser North",52,45.57
2021-02-06,"BC","Fraser","Fraser South",144,109.14
2021-02-06,"BC","Fraser","Unknown",0,0.43
2021-02-06,"BC","Interior","All",49,57.29
2021-02-06,"BC","Interior","East Kootenay",1,0.71
2021-02-06,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-06,"BC","Interior","Okanagan",19,17
2021-02-06,"BC","Interior","Thompson Cariboo Shuswap",29,39.43
2021-02-06,"BC","Northern","All",75,46.29
2021-02-06,"BC","Northern","Northeast",10,8.71
2021-02-06,"BC","Northern","Northern Interior",30,16.14
2021-02-06,"BC","Northern","Northwest",35,21.43
2021-02-06,"BC","Northern","Unknown",0,0
2021-02-06,"BC","Vancouver Coastal","All",98,95.86
2021-02-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",36,38.29
2021-02-06,"BC","Vancouver Coastal","Richmond",2,6.29
2021-02-06,"BC","Vancouver Coastal","Unknown",0,0.29
2021-02-06,"BC","Vancouver Coastal","Vancouver",60,51
2021-02-06,"BC","Vancouver Island","All",23,28.29
2021-02-06,"BC","Vancouver Island","Central Vancouver Island",10,20.14
2021-02-06,"BC","Vancouver Island","North Vancouver Island",1,1
2021-02-06,"BC","Vancouver Island","South Vancouver Island",12,7.14
2021-02-06,"Out of Canada","Out of Canada","Out of Canada",1,0.29
2021-02-07,"BC","All","All",349,431
2021-02-07,"BC","Fraser","All",192,204
2021-02-07,"BC","Fraser","Fraser East",44,41.71
2021-02-07,"BC","Fraser","Fraser North",52,49.29
2021-02-07,"BC","Fraser","Fraser South",95,112.43
2021-02-07,"BC","Fraser","Unknown",1,0.57
2021-02-07,"BC","Interior","All",25,54.71
2021-02-07,"BC","Interior","East Kootenay",0,0.71
2021-02-07,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-07,"BC","Interior","Okanagan",4,15.29
2021-02-07,"BC","Interior","Thompson Cariboo Shuswap",21,38.57
2021-02-07,"BC","Northern","All",34,46.57
2021-02-07,"BC","Northern","Northeast",11,9.14
2021-02-07,"BC","Northern","Northern Interior",7,15.71
2021-02-07,"BC","Northern","Northwest",16,21.71
2021-02-07,"BC","Northern","Unknown",0,0
2021-02-07,"BC","Vancouver Coastal","All",73,98
2021-02-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",24,39.43
2021-02-07,"BC","Vancouver Coastal","Richmond",3,5.86
2021-02-07,"BC","Vancouver Coastal","Unknown",0,0.29
2021-02-07,"BC","Vancouver Coastal","Vancouver",46,52.43
2021-02-07,"BC","Vancouver Island","All",25,27.71
2021-02-07,"BC","Vancouver Island","Central Vancouver Island",20,19.43
2021-02-07,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-07,"BC","Vancouver Island","South Vancouver Island",5,7.43
2021-02-07,"Out of Canada","Out of Canada","Out of Canada",2,0.57
2021-02-08,"BC","All","All",395,430.29
2021-02-08,"BC","Fraser","All",216,208.29
2021-02-08,"BC","Fraser","Fraser East",39,42
2021-02-08,"BC","Fraser","Fraser North",53,49.86
2021-02-08,"BC","Fraser","Fraser South",123,115.86
2021-02-08,"BC","Fraser","Unknown",1,0.57
2021-02-08,"BC","Interior","All",47,54.14
2021-02-08,"BC","Interior","East Kootenay",2,0.86
2021-02-08,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-08,"BC","Interior","Okanagan",11,15
2021-02-08,"BC","Interior","Thompson Cariboo Shuswap",34,38.14
2021-02-08,"BC","Northern","All",28,46.29
2021-02-08,"BC","Northern","Northeast",1,8.71
2021-02-08,"BC","Northern","Northern Interior",13,15.86
2021-02-08,"BC","Northern","Northwest",14,21.71
2021-02-08,"BC","Northern","Unknown",0,0
2021-02-08,"BC","Vancouver Coastal","All",80,94.57
2021-02-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",34,37
2021-02-08,"BC","Vancouver Coastal","Richmond",4,5.57
2021-02-08,"BC","Vancouver Coastal","Unknown",0,0.29
2021-02-08,"BC","Vancouver Coastal","Vancouver",42,51.71
2021-02-08,"BC","Vancouver Island","All",24,27
2021-02-08,"BC","Vancouver Island","Central Vancouver Island",13,18
2021-02-08,"BC","Vancouver Island","North Vancouver Island",4,1.29
2021-02-08,"BC","Vancouver Island","South Vancouver Island",7,7.71
2021-02-08,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-02-09,"BC","All","All",480,441.71
2021-02-09,"BC","Fraser","All",248,217.57
2021-02-09,"BC","Fraser","Fraser East",71,46.14
2021-02-09,"BC","Fraser","Fraser North",72,55.43
2021-02-09,"BC","Fraser","Fraser South",105,115.57
2021-02-09,"BC","Fraser","Unknown",0,0.43
2021-02-09,"BC","Interior","All",51,53
2021-02-09,"BC","Interior","East Kootenay",0,0.86
2021-02-09,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-09,"BC","Interior","Okanagan",15,14.86
2021-02-09,"BC","Interior","Thompson Cariboo Shuswap",36,37.14
2021-02-09,"BC","Northern","All",52,49.29
2021-02-09,"BC","Northern","Northeast",10,9.29
2021-02-09,"BC","Northern","Northern Interior",15,16
2021-02-09,"BC","Northern","Northwest",27,24
2021-02-09,"BC","Northern","Unknown",0,0
2021-02-09,"BC","Vancouver Coastal","All",103,94.29
2021-02-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",34,33.57
2021-02-09,"BC","Vancouver Coastal","Richmond",1,4.71
2021-02-09,"BC","Vancouver Coastal","Unknown",0,0.29
2021-02-09,"BC","Vancouver Coastal","Vancouver",68,55.71
2021-02-09,"BC","Vancouver Island","All",26,27.57
2021-02-09,"BC","Vancouver Island","Central Vancouver Island",18,18.43
2021-02-09,"BC","Vancouver Island","North Vancouver Island",1,1.43
2021-02-09,"BC","Vancouver Island","South Vancouver Island",7,7.71
2021-02-09,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-02-10,"BC","All","All",451,439.29
2021-02-10,"BC","Fraser","All",238,219.14
2021-02-10,"BC","Fraser","Fraser East",41,47.29
2021-02-10,"BC","Fraser","Fraser North",82,59.71
2021-02-10,"BC","Fraser","Fraser South",114,111.71
2021-02-10,"BC","Fraser","Unknown",1,0.43
2021-02-10,"BC","Interior","All",55,53
2021-02-10,"BC","Interior","East Kootenay",0,0.71
2021-02-10,"BC","Interior","Kootenay Boundary",0,0.14
2021-02-10,"BC","Interior","Okanagan",14,14
2021-02-10,"BC","Interior","Thompson Cariboo Shuswap",41,38.14
2021-02-10,"BC","Northern","All",43,46.86
2021-02-10,"BC","Northern","Northeast",7,9.43
2021-02-10,"BC","Northern","Northern Interior",10,14.86
2021-02-10,"BC","Northern","Northwest",26,22.57
2021-02-10,"BC","Northern","Unknown",0,0
2021-02-10,"BC","Vancouver Coastal","All",99,94.57
2021-02-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",46,34.57
2021-02-10,"BC","Vancouver Coastal","Richmond",3,4.57
2021-02-10,"BC","Vancouver Coastal","Unknown",0,0.29
2021-02-10,"BC","Vancouver Coastal","Vancouver",50,55.14
2021-02-10,"BC","Vancouver Island","All",16,25.71
2021-02-10,"BC","Vancouver Island","Central Vancouver Island",12,17.43
2021-02-10,"BC","Vancouver Island","North Vancouver Island",0,1
2021-02-10,"BC","Vancouver Island","South Vancouver Island",4,7.29
2021-02-10,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2021-02-11,"BC","All","All",434,434.29
2021-02-11,"BC","Fraser","All",224,221.57
2021-02-11,"BC","Fraser","Fraser East",38,45.43
2021-02-11,"BC","Fraser","Fraser North",88,64.86
2021-02-11,"BC","Fraser","Fraser South",98,110.86
2021-02-11,"BC","Fraser","Unknown",0,0.43
2021-02-11,"BC","Interior","All",41,51.14
2021-02-11,"BC","Interior","East Kootenay",0,0.43
2021-02-11,"BC","Interior","Kootenay Boundary",0,0
2021-02-11,"BC","Interior","Okanagan",13,12.57
2021-02-11,"BC","Interior","Thompson Cariboo Shuswap",28,38.14
2021-02-11,"BC","Northern","All",23,40.29
2021-02-11,"BC","Northern","Northeast",2,7.71
2021-02-11,"BC","Northern","Northern Interior",7,12.43
2021-02-11,"BC","Northern","Northwest",14,20.14
2021-02-11,"BC","Northern","Unknown",0,0
2021-02-11,"BC","Vancouver Coastal","All",131,97.43
2021-02-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",38,35.29
2021-02-11,"BC","Vancouver Coastal","Richmond",5,4
2021-02-11,"BC","Vancouver Coastal","Unknown",0,0.14
2021-02-11,"BC","Vancouver Coastal","Vancouver",88,58
2021-02-11,"BC","Vancouver Island","All",15,23.86
2021-02-11,"BC","Vancouver Island","Central Vancouver Island",9,15.86
2021-02-11,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-11,"BC","Vancouver Island","South Vancouver Island",6,7.14
2021-02-11,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-02-12,"BC","All","All",449,434
2021-02-12,"BC","Fraser","All",232,226.43
2021-02-12,"BC","Fraser","Fraser East",21,41.86
2021-02-12,"BC","Fraser","Fraser North",100,71.29
2021-02-12,"BC","Fraser","Fraser South",111,112.86
2021-02-12,"BC","Fraser","Unknown",0,0.43
2021-02-12,"BC","Interior","All",40,44
2021-02-12,"BC","Interior","East Kootenay",1,0.57
2021-02-12,"BC","Interior","Kootenay Boundary",0,0
2021-02-12,"BC","Interior","Okanagan",22,14
2021-02-12,"BC","Interior","Thompson Cariboo Shuswap",17,29.43
2021-02-12,"BC","Northern","All",63,45.43
2021-02-12,"BC","Northern","Northeast",10,7.29
2021-02-12,"BC","Northern","Northern Interior",27,15.57
2021-02-12,"BC","Northern","Northwest",26,22.57
2021-02-12,"BC","Northern","Unknown",0,0
2021-02-12,"BC","Vancouver Coastal","All",97,97.29
2021-02-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",25,33.86
2021-02-12,"BC","Vancouver Coastal","Richmond",10,4
2021-02-12,"BC","Vancouver Coastal","Unknown",0,0
2021-02-12,"BC","Vancouver Coastal","Vancouver",62,59.43
2021-02-12,"BC","Vancouver Island","All",17,20.86
2021-02-12,"BC","Vancouver Island","Central Vancouver Island",13,13.57
2021-02-12,"BC","Vancouver Island","North Vancouver Island",0,0.86
2021-02-12,"BC","Vancouver Island","South Vancouver Island",4,6.43
2021-02-12,"Out of Canada","Out of Canada","Out of Canada",1,0.86
2021-02-13,"BC","All","All",441,428.43
2021-02-13,"BC","Fraser","All",238,226.86
2021-02-13,"BC","Fraser","Fraser East",37,41.57
2021-02-13,"BC","Fraser","Fraser North",104,78.71
2021-02-13,"BC","Fraser","Fraser South",96,106
2021-02-13,"BC","Fraser","Unknown",1,0.57
2021-02-13,"BC","Interior","All",28,41
2021-02-13,"BC","Interior","East Kootenay",0,0.43
2021-02-13,"BC","Interior","Kootenay Boundary",0,0
2021-02-13,"BC","Interior","Okanagan",6,12.14
2021-02-13,"BC","Interior","Thompson Cariboo Shuswap",22,28.43
2021-02-13,"BC","Northern","All",47,41.43
2021-02-13,"BC","Northern","Northeast",12,7.57
2021-02-13,"BC","Northern","Northern Interior",14,13.29
2021-02-13,"BC","Northern","Northwest",21,20.57
2021-02-13,"BC","Northern","Unknown",0,0
2021-02-13,"BC","Vancouver Coastal","All",113,99.43
2021-02-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",29,32.86
2021-02-13,"BC","Vancouver Coastal","Richmond",10,5.14
2021-02-13,"BC","Vancouver Coastal","Unknown",0,0
2021-02-13,"BC","Vancouver Coastal","Vancouver",74,61.43
2021-02-13,"BC","Vancouver Island","All",15,19.71
2021-02-13,"BC","Vancouver Island","Central Vancouver Island",9,13.43
2021-02-13,"BC","Vancouver Island","North Vancouver Island",2,1
2021-02-13,"BC","Vancouver Island","South Vancouver Island",4,5.29
2021-02-13,"Out of Canada","Out of Canada","Out of Canada",3,1.14
2021-02-14,"BC","All","All",360,430
2021-02-14,"BC","Fraser","All",209,229.29
2021-02-14,"BC","Fraser","Fraser East",42,41.29
2021-02-14,"BC","Fraser","Fraser North",67,80.86
2021-02-14,"BC","Fraser","Fraser South",100,106.71
2021-02-14,"BC","Fraser","Unknown",0,0.43
2021-02-14,"BC","Interior","All",12,39.14
2021-02-14,"BC","Interior","East Kootenay",1,0.57
2021-02-14,"BC","Interior","Kootenay Boundary",0,0
2021-02-14,"BC","Interior","Okanagan",5,12.29
2021-02-14,"BC","Interior","Thompson Cariboo Shuswap",6,26.29
2021-02-14,"BC","Northern","All",27,40.43
2021-02-14,"BC","Northern","Northeast",5,6.71
2021-02-14,"BC","Northern","Northern Interior",10,13.71
2021-02-14,"BC","Northern","Northwest",12,20
2021-02-14,"BC","Northern","Unknown",0,0
2021-02-14,"BC","Vancouver Coastal","All",99,103.14
2021-02-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",25,33
2021-02-14,"BC","Vancouver Coastal","Richmond",11,6.29
2021-02-14,"BC","Vancouver Coastal","Unknown",0,0
2021-02-14,"BC","Vancouver Coastal","Vancouver",63,63.86
2021-02-14,"BC","Vancouver Island","All",13,18
2021-02-14,"BC","Vancouver Island","Central Vancouver Island",3,11
2021-02-14,"BC","Vancouver Island","North Vancouver Island",1,1.14
2021-02-14,"BC","Vancouver Island","South Vancouver Island",9,5.86
2021-02-14,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2021-02-15,"BC","All","All",325,420
2021-02-15,"BC","Fraser","All",195,226.29
2021-02-15,"BC","Fraser","Fraser East",43,41.86
2021-02-15,"BC","Fraser","Fraser North",76,84.14
2021-02-15,"BC","Fraser","Fraser South",75,99.86
2021-02-15,"BC","Fraser","Unknown",1,0.43
2021-02-15,"BC","Interior","All",15,34.57
2021-02-15,"BC","Interior","East Kootenay",0,0.29
2021-02-15,"BC","Interior","Kootenay Boundary",0,0
2021-02-15,"BC","Interior","Okanagan",6,11.57
2021-02-15,"BC","Interior","Thompson Cariboo Shuswap",9,22.71
2021-02-15,"BC","Northern","All",10,37.86
2021-02-15,"BC","Northern","Northeast",3,7
2021-02-15,"BC","Northern","Northern Interior",3,12.29
2021-02-15,"BC","Northern","Northwest",4,18.57
2021-02-15,"BC","Northern","Unknown",0,0
2021-02-15,"BC","Vancouver Coastal","All",85,103.86
2021-02-15,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",23,31.43
2021-02-15,"BC","Vancouver Coastal","Richmond",10,7.14
2021-02-15,"BC","Vancouver Coastal","Unknown",0,0
